TIME,INFLOW (m3/s),OUTFLOW (m3/s),
  597,   214.83000000,   270.37483616,
  598,   360.36000000,   242.60241808,
  599,   360.36000000,   301.48120904,
  600,   214.83000000,   330.92060452,
  601,   360.36000000,   272.87530226,
  602,   283.14000000,   316.61765113,
  603,   283.14000000,   299.87882556,
  604,   428.67000000,   291.50941278,
  605,   137.61000000,   360.08970639,
  606,     1.00000000,   248.84985320,
  607,     1.00000000,   124.92492660,
  608,     9.90000000,    62.96246330,
  609,   155.43000000,    36.43123165,
  610,     9.90000000,    95.93061582,
  611,    52.47000000,    52.91530791,
  612,     1.00000000,    52.69265396,
  613,     1.00000000,    26.84632698,
  614,    34.65000000,    13.92316349,
  615,   180.18000000,    24.28658174,
  616,    34.65000000,   102.23329087,
  617,    34.65000000,    68.44164544,
  618,   180.18000000,    51.54582272,
  619,    34.65000000,   115.86291136,
  620,   180.18000000,    75.25645568,
  621,    34.65000000,   127.71822784,
  622,    34.65000000,    81.18411392,
  623,     1.00000000,    57.91705696,
  624,   137.61000000,    29.45852848,
  625,     1.00000000,    83.53426424,
  626,   137.61000000,    42.26713212,
  627,     1.00000000,    89.93856606,
  628,   137.61000000,    45.46928303,
  629,     1.00000000,    91.53964151,
  630,     1.00000000,    46.26982076,
  631,   155.43000000,    23.63491038,
  632,   238.59000000,    89.53245519,
  633,    93.06000000,   164.06122759,
  634,   238.59000000,   128.56061380,
  635,   357.39000000,   183.57530690,
  636,   492.03000000,   270.48265345,
  637,   238.59000000,   381.25632672,
  638,   238.59000000,   309.92316336,
  639,   308.88000000,   274.25658168,
  640,   587.07000000,   291.56829084,
  641,   732.60000000,   439.31914542,
  642,   624.69000000,   585.95957271,
  643,   479.16000000,   605.32478636,
  644,   333.63000000,   542.24239318,
  645,   301.95000000,   437.93619659,
  646,   447.48000000,   369.94309829,
  647,   301.95000000,   408.71154915,
  648,   447.48000000,   355.33077457,
  649,   333.63000000,   401.40538729,
  650,   479.16000000,   367.51769364,
  651,   333.63000000,   423.33884682,
  652,   188.10000000,   378.48442341,
  653,   188.10000000,   283.29221171,
  654,   188.10000000,   235.69610585,
  655,   156.42000000,   211.89805293,
  656,   238.59000000,   184.15902646,
  657,   238.59000000,   211.37451323,
  658,   384.12000000,   224.98225662,
  659,   384.12000000,   304.55112831,
  660,   447.48000000,   344.33556415,
  661,   738.54000000,   395.90778208,
  662,   593.01000000,   567.22389104,
  663,   593.01000000,   580.11694552,
  664,   593.01000000,   586.56347276,
  665,   738.54000000,   589.78673638,
  666,   593.01000000,   664.16336819,
  667,   738.54000000,   628.58668409,
  668,   593.01000000,   683.56334205,
  669,   738.54000000,   638.28667102,
  670,   738.54000000,   688.41333551,
  671,   738.54000000,   713.47666776,
  672,   447.48000000,   726.00833388,
  673,   156.42000000,   586.74416694,
  674,   156.42000000,   371.58208347,
  675,    10.89000000,   264.00104173,
  676,     1.00000000,   137.44552087,
  677,    10.89000000,    69.22276043,
  678,    10.89000000,    40.05638022,
  679,    10.89000000,    25.47319011,
  680,    10.89000000,    18.18159505,
  681,    93.06000000,    14.53579753,
  682,   675.18000000,    53.79789876,
  683,   797.94000000,   364.48894938,
  684,   593.01000000,   581.21447469,
  685,   447.48000000,   587.11223735,
  686,   599.94000000,   517.29611867,
